,update,x01,x01a,x01b,x01c,x01d,x02,x02z01,x02z02,x02z03,x02z04,x06,x08,a01,a02,a03,a04,a05z01,a05z02,a06,a07,a08,a09,b01,b02a,b02b,b03,b04a,b04b,b04c,b04d,b04e,b04f,b05a,b05b,b05c,b05d,b05e,b05f,b06a,b06b,b06c,b06d,b06e,b07a,b07b,b07c,b08a,b08b01,b08b02,b09,b10,b11,b12a,b12b01,b12b02,b13a,b13b,b13c,b14a,b14b,b14c,b14d,b14e,b14f,b14g,b14h,c01,c02,c03a01,c03a02,c03b,c04,c05z01,c05z02,c06a01,c06a02,c06a03,c06a04,c06a05,c06a06,c06b,c07,c08z01,c08z02,c08z03,c09,c10,c11,c12z01,c12z02,c12z03,c12z04,c12z05,c12z06,c13z01,c13z02,c13z03,c14z01,c14z02,c14z03,c15,c16z01,c16z02,c17,c18z01,c18z02,c18z03,c18z04,c18z05,c18z06,c18z07,c18z08,c18z09,c19,c20,c21a01,c21a02,c21b,c22,c23,d01,d02,d03z01,d03z02,d03z03,d03z04,d04z01,d04z02,d04z03,d04z04,d04z05,d04z06,d04z07,d04z08,d04z09,d04z10,d04z11,e01a,e01b,e02a,e02b,e02c,e02d,e02e01,e02e02,e03,f01,f02,f03,f04,f05,f06,g01,g02,g03a,g03b,g03c,g04a,g04b,g04c,g04d,g04e,g05a01,g05a02,g05a03,g05a04,g05a05,g05b01,g05b02,g05b03,g05b04,g05b05,g06z01,g06z02,g06z03,g06z04,g06z05,g06z06,g07,g08,g09,h01,h01a,h02,h02a,h03,h04,h05z01,h05z02,h05z03,h05z04
634,200901,8020370,主樣本,1953-1964出生之主樣本,正式訪問,802037,2000,1,24,20,10,204基隆市安樂區,02 配偶,2 女,42,04 初(國)中,1 很好,03 已婚,61,36,2 本省閩南人,04 初(國)中,1 很好,50,1 閩南語,5,01 繼續升學,56,01 初中,1 公立,1 有,59,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,61,62,70,0 跳答或不適用,01 自己(與配偶)的儲蓄,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,015土礦及石礦業,"2120生產部門主管人員(農場除外) (含工廠經理,工程主管人員)",03 為私人雇主或私人機構工作,40000.0,40,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,1,1,0,0,1,0,1,0,0,28,0 跳答或不適用,0 跳答或不適用,20000,0 跳答或不適用,25000,1 教育費用,60000.0,0 跳答或不適用,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,2 聊天,3,5 感情非常好,5 感情非常好,1 從未,1 從未,2 偶爾,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,1 從未,4 非常有影響,1 聊天,1 無,0 跳答或不適用,2 有,"3 先取出部份自己留用,其餘全部做為全家共用",1 主要由妻子來管 ,4 各賺各的，各管各的,1,24,20,30
635,200901,8030010,主樣本,1953-1964出生之主樣本,正式訪問,803001,2000,1,29,10,30,600嘉義市,01 本人,1 男,50,13 大學,2 好,03 已婚,83,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,57,1 閩南語,9,01 繼續升學,63,02 國中,1 公立,1 有,66,01 繼續升學,66,01 高中(普通科),1 公立,1 有,69,97 其他,75,4 大學,1 公立,1 有,79,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,70,73,79,83,86,83,01 自己(與配偶)的儲蓄,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,093教育、學術,"1320中學教師(含高中教師,初中教師)",07 為非營利機構工作,0 跳答或不適用,1 台灣,600嘉義市,1 有,50000,2 無,0 跳答或不適用,2 無,跳答或不適用,50000.0,40,3 已滿1年,9,0 跳答或不適用,1 是,5,1 是,1 有,2 無,2 無,1 有,2 無,1 有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,093教育、學術,"1320中學教師(含高中教師,初中教師)",06 為政府機構工作,45000.0,40,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,0,1,0,0,0,0,0,0,6,6,24000.0,0 跳答或不適用,15000,20000,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1,2 沒有,0 不適用,1 有,2 女孩,2 沒有,2 二至三小時,7 其他,5 感情非常好,5 感情非常好,0 不適用,1 從未,1 從未,1 從未,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,1 從未,4 非常有影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 主要由丈夫來管,2 主要由丈夫來管,1,29,11,0
636,200901,8030020,主樣本,1953-1964出生之主樣本,正式訪問,803002,2000,2,11,20,10,600嘉義市,01 本人,1 男,45,06 高中普通科,2 好,03 已婚,70,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,53,1 閩南語,2,01 繼續升學,59,02 國中,1 公立,1 有,62,01 繼續升學,62,01 高中(普通科),2 私立,1 有,65,97 其他,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,66,68,65,70,71,74,01 自己(與配偶)的儲蓄,05 銀行貸款,2 沒有,2 沒有,2 沒有,1 有,75,034金屬製品製造業,01 自己的儲蓄,40,1 是,60,0 跳答或不適用,1 有,0 不適用,034金屬製品製造業,2112公司主持人,"02 自己當老闆,而且有雇用別人",05 50-99人,1 台灣,613嘉義市朴　子,2 無,0 跳答或不適用,2 無,0 跳答或不適用,1 有,400000.0,400000.0,40,3 已滿1年,14,0 跳答或不適用,1 是,80,2 否,1 有,2 無,2 無,2 無,2 無,2 無,1 有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,1,0,0,0,0,0,0,0 跳答或不適用,99 缺漏值,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,600000,1 教育費用,250000.0,200000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,3 看電視,4,4,4,1 從未,2 偶爾,1 從未,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 從未,3 有影響,1 聊天,2 有,"2 拿出小部分做為家庭的必需開銷,其餘全部自己留用",1 無,0 跳答或不適用,1 主要由妻子來管 ,1 主要由妻子來管,2,11,20,35
637,200901,8030050,主樣本,1953-1964出生之主樣本,正式訪問,803005,2000,1,30,19,45,600嘉義市,01 本人,1 男,46,08 高職,2 好,03 已婚,80,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,52,7 其他,8,01 繼續升學,58,02 國中,1 公立,1 有,61,04 就業,63,04 高職職業類科 ,2 私立,1 有,66,97 其他,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,66,69,69,65,68,74,02 家人的資助,0 跳答或不適用,2 沒有,2 沒有,2 沒有,1 有,76,036電力及電子機械器材製造修配業,03 與朋友合資 ,7,2 已經結束了,0 跳答或不適用,78,2 沒有,97 其他,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,2,0,0,0,0,0,0,8,70,20000.0,0 跳答或不適用,0 跳答或不適用,20000,1 教育費用,30000.0,100000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,3 看電視,4,4,4,1 從未,1 從未,1 從未,1 從未,1 從未,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,2 些許影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 無,0 跳答或不適用,2 主要由丈夫來管,2 主要由丈夫來管,1,30,20,10
638,200901,8030090,主樣本,1953-1964出生之主樣本,正式訪問,803009,2000,1,30,19,20,600嘉義市,01 本人,1 男,44,09 五專,2 好,03 已婚,68,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,49,1 閩南語,0 完全不懂,01 繼續升學,55,01 初中,1 公立,1 有,58,01 繼續升學,58,05 五年制專科學校,2 私立,1 有,63,97 其他,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,63,65,65,68,69,66,02 家人的資助,0 跳答或不適用,2 沒有,2 沒有,1 有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,031塑膠製品製造業 ,"2120生產部門主管人員(農場除外) (含工廠經理,工程主管人員)",03 為私人雇主或私人機構工作,07 500人以上,1 台灣,616嘉義市新　港,1 有,75000,1 有,75000,2 無,跳答或不適用,150000.0,44,3 已滿1年,23,0 跳答或不適用,1 是,60,1 是,2 無,2 無,2 無,1 有,2 無,1 有,1 有,1 有,2 沒有,2 沒有,2 沒有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,061批發業,"3319其它未詳列之簿記員(含一般簿記員,記帳員,會計佐理)",03 為私人雇主或私人機構工作,25000.0,48,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,0,3,0,0,0,0,0,0,4,15,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,35000,1 教育費用,150000.0,220000,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,3 看電視,3,3,0 不適用,1 從未,1 從未,1 從未,1 從未,1 從未,1 有,2 無,1 有,2 無,2 無,1 有,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,1 從未,2 些許影響,1 聊天,2 有,"3 先取出部份自己留用,其餘全部做為全家共用",2 有,"2 拿出小部分做為家庭的必需開銷,其餘全部自己留用",3 沒有特定的人管 ,4 各賺各的，各管各的,1,30,19,40
639,200901,8030120,主樣本,1953-1964出生之主樣本,正式訪問,803012,2000,2,11,17,10,600嘉義市,02 配偶,2 女,51,08 高職,1 很好,03 已婚,73,0 跳答或不適用,0 跳答或不適用,0 不適用,1 很好,58,7 其他,6,01 繼續升學,64,02 國中,1 公立,1 有,67,01 繼續升學,67,04 高職職業類科 ,2 私立,1 有,70,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,70,73,74,77,01 自己(與配偶)的儲蓄,0 跳答或不適用,2 沒有,2 沒有,1 有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,090公共行政服務業 ,"3390其它簿記員,出納員及有關工作者(含收帳員,財務辦事員)",06 為政府機構工作,0 跳答或不適用,1 台灣,600嘉義市,1 有,19000,1 有,3000,2 無,跳答或不適用,22000.0,44,3 已滿1年,6,0 跳答或不適用,1 是,40,2 否,2 無,2 無,2 無,1 有,2 無,2 無,2 沒有,2 沒有,2 沒有,1 有,1 有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,090公共行政服務業 ,"5890其它保安服務人員(含監守人員,警衛人員,監獄警衛,監守官)",06 為政府機構工作,30000.0,44,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,2,0,0,0,2,3,0,3,3,7000.0,95000,0 跳答或不適用,20000,1 教育費用,300000.0,35000,4,2 沒有,0 不適用,2 沒有,0 不適用,1 有,3 三小時以上,1 陪做功課,5 感情非常好,5 感情非常好,5 感情非常好,1 從未,2 偶爾,2 偶爾,2 偶爾,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 偶爾,3 有影響,7 其他,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 主要由丈夫來管,2 主要由丈夫來管,2,11,17,40
640,200901,8030140,主樣本,1953-1964出生之主樣本,正式訪問,803014,2000,2,2,10,30,600嘉義市,01 本人,1 男,45,13 大學,2 好,03 已婚,70,0 跳答或不適用,0 跳答或不適用,0 不適用,3 普通,52,1 閩南語,5,01 繼續升學,58,02 國中,1 公立,1 有,61,01 繼續升學,61,01 高中(普通科),1 公立,1 有,64,01 繼續升學,64,4 大學,2 私立,1 有,68,0跳答或不適用,0 不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,70,71,78,02 家人的資助,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,97 其他,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0跳答不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,095醫療保健服務業,"3930文書佐理員(含人事,專門性,公家單位佐理,法務佐理)",03 為私人雇主或私人機構工作,20000.0,48,2 沒有,0 跳答或不適用,2 無,2 無,1 有,2 無,1,0,0,2,0,0,0,0,0,0,0,1,14,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,20000,1 教育費用,230000.0,60000,2,2 沒有,0 不適用,2 沒有,0 不適用,1 有,3 三小時以上,2 聊天,4,0 不適用,5 感情非常好,1 從未,3 經常,1 從未,1 從未,1 從未,2 無,1 有,1 有,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,7 其他,1 無,0 跳答或不適用,2 有,"1 全部自己留用,不必負擔家用",2 主要由丈夫來管,2 主要由丈夫來管,2,2,11,10
641,200901,8030150,主樣本,1953-1964出生之主樣本,正式訪問,803015,2000,2,14,20,15,600嘉義市,01 本人,2 女,46,08 高職,2 好,03 已婚,70,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,52,1 閩南語,4,01 繼續升學,58,02 國中,1 公立,1 有,61,01 繼續升學,61,04 高職職業類科 ,1 公立,1 有,64,04 就業,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,64,70,72,82,02 家人的資助,05 銀行貸款,2 沒有,2 沒有,1 有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,082保險業,"4410保險,房地產及證券推銷人員",03 為私人雇主或私人機構工作,07 500人以上,1 台灣,600嘉義市,2 無,0 跳答或不適用,1 有,80000,2 無,跳答或不適用,80000.0,48,3 已滿1年,11,0 跳答或不適用,1 是,40,1 是,1 有,2 無,2 無,1 有,1 有,1 有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,093教育、學術,"9851公車,電車司機(含地下鐵駕駛員)",06 為政府機構工作,20000.0,44,1 有,04 對國內的居住環境不滿意,2 無,2 無,1 有,2 無,1,0,0,0,2,0,0,0,0,0,0,6,5,50000.0,0 跳答或不適用,0 跳答或不適用,10000,1 教育費用,200000.0,200000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,3 看電視,3,4,0 不適用,2 偶爾,1 從未,1 從未,1 從未,1 從未,1 有,2 無,1 有,2 無,2 無,1 有,2 無,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,3 經常,2 些許影響,4 沒有多少休閒時間,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 主要由妻子來管 ,1 主要由妻子來管,2,14,21,0
642,200901,8030160,主樣本,1953-1964出生之主樣本,正式訪問,803016,2000,1,31,20,30,600嘉義市,03 親子關係,1 男,48,10 二專,1 很好,03 已婚,73,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,56,1 閩南語,0 完全不懂,01 繼續升學,62,02 國中,1 公立,1 有,66,01 繼續升學,66,04 高職職業類科 ,1 公立,1 有,69,97 其他,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,69,71,71,73,74,72,02 家人的資助,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,071運輸業,3592公路運輸業務監督人員【台灣職業分類】,06 為政府機構工作,0 跳答或不適用,1 台灣,602嘉義市番路,1 有,40000,1 有,5000,2 無,跳答或不適用,45000.0,44,3 已滿1年,15,0 跳答或不適用,1 是,60,1 是,2 無,1 有,2 無,1 有,2 無,2 無,2 沒有,1 有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,098個人服務業/修理/洗染/家事業,"5400傭工及其它家事服務工作者(含傭工,照顧病患傭工)","01 自己一人工作,沒有雇用其他人",20000.0,44,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,2,0,0,0,2,0,0,0,1,70,0 跳答或不適用,30000,0 跳答或不適用,5000,1 教育費用,100000.0,5000,2,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,2 二至三小時,3 看電視,4,0 不適用,4,1 從未,2 偶爾,1 從未,2 偶爾,2 偶爾,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 偶爾,4 非常有影響,1 聊天,2 有,"2 拿出小部分做為家庭的必需開銷,其餘全部自己留用",2 有,"2 拿出小部分做為家庭的必需開銷,其餘全部自己留用",2 主要由丈夫來管,4 各賺各的，各管各的,1,31,21,0
643,200901,8030200,主樣本,1953-1964出生之主樣本,正式訪問,803020,2000,2,2,21,50,701台南市東　區 ,01 本人,1 男,51,13 大學,2 好,01 未婚,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,58,1 閩南語,5,01 繼續升學,64,02 國中,1 公立,1 有,67,01 繼續升學,67,01 高中(普通科),1 公立,1 有,70,02 準備重考,74,4 大學,1 公立,1 有,78,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,71,73,78,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,084法律及工商服務業,"3319其它未詳列之簿記員(含一般簿記員,記帳員,會計佐理)",03 為私人雇主或私人機構工作,07 500人以上,1 台灣,747台南市 ,1 有,40000,1 有,4000,2 無,跳答或不適用,44000.0,50,3 已滿1年,5,6,1 是,30,1 是,1 有,1 有,2 無,1 有,2 無,1 有,2 沒有,2 沒有,2 沒有,2 沒有,2 沒有,1 有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,0,0,0,0,0,0,0,0,0,0,0,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,6000,0 跳答或不適用,0 跳答或不適用,40000,0,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 跳答或不適用,2,2,22,10
644,200901,8030260,主樣本,1953-1964出生之主樣本,正式訪問,803026,2000,2,18,11,27,600嘉義市,01 本人,1 男,49,04 初(國)中,2 好,03 已婚,78,0 跳答或不適用,0 跳答或不適用,0 不適用,2 好,57,1 閩南語,6,01 繼續升學,63,02 國中,1 公立,1 有,66,97 其他,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 不適用,0 不適用,0 跳答或不適用,0跳答或不適用,0 不適用,0 跳答或不適用,1 有,69,71,67,78,79,73,01 自己(與配偶)的儲蓄,02 家人的資助,2 沒有,2 沒有,2 沒有,2 沒有,0 跳答或不適用,0不適用,0 跳答或不適用,跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,1 有,0 不適用,059其他營造業,9590其它營建工,"02 自己當老闆,而且有雇用別人",02 4-9人,1 台灣,600嘉義市,1 有,35000,2 無,0 跳答或不適用,2 無,跳答或不適用,35000.0,48,3 已滿1年,22,0 跳答或不適用,1 是,996 不知道,2 否,2 無,2 無,2 無,2 無,2 無,2 無,2 沒有,2 沒有,2 沒有,2 沒有,1 有,2 沒有,1,2 沒有,0 跳答或不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,05 料理家務,0不適用,0跳答,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,2 沒有,0 跳答或不適用,2 無,2 無,2 無,2 無,1,0,0,1,2,0,0,0,0,0,0,0 跳答或不適用,35,0 跳答或不適用,0 跳答或不適用,0 跳答或不適用,20000,1 教育費用,10000.0,0 跳答或不適用,3,2 沒有,0 不適用,2 沒有,0 不適用,2 沒有,3 三小時以上,3 看電視,5 感情非常好,5 感情非常好,5 感情非常好,2 偶爾,2 偶爾,2 偶爾,1 從未,1 從未,1 有,2 無,2 無,2 無,2 無,1 有,2 無,2 無,2 無,2 無,2 無,2 無,1 有,1 有,2 無,2 無,2 偶爾,2 些許影響,1 聊天,2 有,4 全部為家用(包括家庭所有消費､儲蓄､投資等用途),1 無,0 跳答或不適用,2 主要由丈夫來管,2 主要由丈夫來管,2,18,11,47
